# file:		F_SBB_00001_18800101_009_001_0_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1880-01-01/27646518/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000097231562?page=3
. . O
11 O
„ O
* O
Schiffsnachrichten O
. O
Die O
Glattdecks O
- O
Korvette O
„ O
Freya O
" O
, O
8 O
Geschütze O
, O
Kommandant O
Korvetten-Kapitän O
v O
. O
Hippcl B-PER
, O
ist O
am O
29 O
. O
d O
. O
M O
. O
in O
Montevideo B-LOC
eingetroffen O
. O
— O
Die O
Glattdecks-Korvette O
„ O
Medusa O
" O
, O
9 O
Geschütze O
, O
Kommandant O
Korvetten-Kapitän O
Matthesen B-PER
, O
traf O
am O
27 O
. O
November O
c O
. O
in O
Port B-LOC
of I-LOC
Spain I-LOC
ein' O
ging O
am O
6 O
. O
Dezember O
in O
See O
und O
ankerte O
am O
11 O
. O
desselben O
Monats O
in O
Barbadoes B-LOC
. O
Letzte O
Nachrichten O
. O
Oesterreich-Ungarn B-LOC
. O
, O
I O
. O
Wien B-LOC
, O
31 O
. O
Dezember O
. O
( O
Privat-Telegr O
. O
des O
Berliner B-ORG
Tageblatts I-ORG
. O
) O
Aus O
Prag B-LOC
wird O
gemeldet O
: O
Im O
Czechenklub O
hielt O
Nieger B-PER
eine O
Rede O
über O
die O
Universitätsfrage O
, O
der O
zufolge O
die O
Czechen O
von O
der O
Regierung O
die O
Einbringung O
einer O
Kreditvorlage O
zur O
Durchführung O
der O
Gleichberechtigung O
verlangen O
werden O
. O
„ O
Wir O
werden O
laut O
und O
verständlich O
im O
Parlament O
reden O
, O
und O
wird O
es O
nicht O
möglich O
sein O
, O
im O
Guten O
die O
Erfüllung O
unserer O
Wünsche O
zu O
erlangen O
, O
so O
werden O
wir O
auch O
anders O
aufzutreten O
wissen O
, O
" O
so O
schloß O
Rieger B-PER
seine O
drohende O
Rede O
. O
s-lt« O
5 O
in O
Wien B-LOC
, O
31 O
. O
Dezember O
. O
( O
Privat O
- O
Telegramm O
des O
Berliner B-ORG
Tageblatts I_ORG
. O
) O
Das O
Attentat O
gegen O
das O
spanische O
Königspaar O
hat O
hier O
besondere O
Theilnahme O
erweckt O
. O
Die O
Verdammung O
des O
Verbrechens O
, O
sowie O
die O
Freude O
über O
die O
Vereitelung O
ist O
allgemein O
. O
Der O
Kaiser O
und O
die O
gesammte O
kaiserliche O
Familie O
gratulirten O
einzeln O
telegraphisch O
auf O
das O
Herzlichste O
dem O
erretteten O
Königspaar O
. O
vier O
empfängt O
die O
Hofburg O
zahlreiche O
Gratulationen O
. O
Der O
deutsche O
Kaiser O
hat O
heute O
sowohl O
dem O
spanischen O
König O
als O
auch O
dem O
österreichischen O
Kaiser O
telegraphisch O
herzlich O
gratulirt O
. O
— O
Der O
austro-deutsche O
provisorische O
Meistbegünstigungs-Vertrag O
ist O
heute O
unterzeichnet O
worden O
. O
— O
Zufolge O
Andringens O
der O
Mächte O
richtete O
die O
Pforte O
eine O
neue O
energische O
Proklamation O
an O
die O
Albanesen O
, O
sowie O
neue O
Weisungen O
an O
Moukhtar B-PER
Pascha I-PER
betreffs O
Lösung O
der O
Gusinjcfrage O
. O
Fürst B-PER
Nikolaus I-PER
hat O
demzufolge O
ein O
weiteres O
Abwarten O
zugesagt O
. O
Es O
wird O
eine O
friedliche O
Regelung O
erhofft O
. O
Wien B-LOC
, O
31 O
. O
Dezember O
. O
( O
Wolffs O
Bür O
. O
) O
Meldung O
der O
. O
Polit O
. O
Korresp O
. O
" O
aus O
Konstantinopel B-LOC
: O
Die O
Audienz O
des O
englischen O
Botschafters O
Layard B-PER
bei O
dem O
Sultan O
ist O
wegen O
Unwohlseins O
des O
Botschafters O
auf O
heute O
verschoben O
worden O
. O
Gestern O
Abend O
hatte O
Layard B-PER
eine O
lange O
Unterredung O
mit O
Sawas B-PER
Pascha I-PER
, O
nach O
welcher O
eine O
schnelle O
Begleichung O
des O
Konflikts O
kaum O
zu O
bezweifeln O
ist O
. O
Sobald O
die O
Beilegung O
des O
Zwischenfalls O
erfolgt O
sein O
wird O
, O
soll O
der O
Tag O
für O
die O
nächste O
Konferenz O
der O
griechisch-türkischen O
Kommission O
bestimmt O
werden O
, O
nachdem O
durch O
ein O
Jrade O
des O
Sultans O
die O
von O
türkischer O
Seite O
vorgeschlagene O
neue O
Grenzlinie O
genehmigt O
worden O
ist O
. O
Wien B-LOC
, O
31 O
. O
Dezember O
. O
( O
Wolffs O
Bür O
. O
) O
Die O
„ O
Politische B-ORG
Korrespondenz I-ORG
" O
meldet O
: O
Zufolge O
authentischen O
Nachrichten O
wird O
heute O
in O
Berlin B-LOC
seitens O
der O
Bevollmächtigten O
der O
österreichisch-ungarischen O
und O
der O
deutschen O
Regierung O
eine O
Erklärung O
unterzeichnet O
werden O
, O
wodurch O
der O
Meistbegünstigungsvertrag O
mit O
Deutschland B-LOC
— O
unter O
Hinweglassung O
der O
Bestimmungen O
über O
das O
Appreturverfahren O
und O
die O
Rohleiuen O
- O
Ausfuhr O
, O
die O
Publikation O
der O
Refactien O
, O
das O
Verbot O
der O
Beschlagnahme O
der O
Fahrbetriebsmittel O
und O
endlich O
unter O
gewissen O
Vorbehalten O
hinsichtlich O
des O
Zollkartells O
— O
bis O
zum O
30 O
. O
Juni O
1880 O
verlängert O
wird O
. O
— O
Das O
morgen O
erscheinende O
Reichsgesetzblatt O
wird O
die O
Verordnung O
des O
Gesammtministeriums O
betreffend O
den O
Veredelungsverkehr O
publiziren O
. O
Für O
die O
Veredlung O
im O
Inlande O
bleiben O
die O
bisherigen O
autonomen O
Bestimmungen O
bestehen O
. O
Für O
Gewebe O
, O
welche O
vom O
15 O
. O
Februar O
bis O
30 O
. O
Juni O
1880 O
zum O
Bedrucken O
und O
Färben O
nach O
dem O
deutschen O
Zollgebiete O
ausgeführt O
werden O
, O
ist O
beim O
Wiedereintritt O
ein O
Zoll O
von O
vierzehn O
Gulden O
in O
Gold O
zu O
erheben O
; O
in O
den O
übrigen O
Punkten O
wird O
die O
zollfreie O
Behandlung O
des O
Veredelungsverkehrs O
aufrecht O
erhalten O
. O
Nach O
den O
detaillirten O
Durchführungsbestimmungen O
soll O
der O
Betrieb O
des O
Veredlungsverkehrs O
von O
Erlaubnißscheinen O
abhängig O
sein O
, O
welche O
nur O
den O
Fabrikanten O
für O
ihre O
eigene O
Fabrikate O
ertheilt O
werden O
, O
die O
Fristen O
für O
die O
Wiedereinfuhr O
sind O
im O
Allgemeinen O
auf O
3 O
Monate O
beschränkt O
worden O
, O
doch O
kann O
eine O
Verlängerung O
bis O
auf O
sechs O
Monate O
ertheilt O
werden O
. O
Die O
Kontrolmaßregeln O
sind O
mehrfach O
geändert O
worden O
. O
Durch O
eine O
weitere O
Verordnung O
wird O
die O
Generalinspektion O
der O
Eisenbahnen O
ermächtigt O
, O
in O
den O
Fällen O
, O
in O
welchen O
eine O
Veröffentlichung O
einzuführender O
Tarifermäßigungen O
oder O
einer O
sonstigen O
Begünstigung O
die O
inländischen O
Verkehrsanstalten O
gegenüber O
der O
ausländischen O
Konkurrenz O
benachtheiligen O
würde O
, O
ausnahmsweise O
das O
Unterbleiben O
der O
vorgeschriebenen O
Veröffentlichung O
zu O
gestatten O
. O
Frankreich B-LOC
. O
O O
Paris B-LOC
, O
31 O
. O
Dezember O
. O
( O
Privat-Telegr O
. O
des O
Berl O
. O
Tagebl O
. O
) O
Der O
„ O
Temps B-ORG
" O
bestreitet O
, O
daß O
außer O
Saiut B-PER
Ballier I-PER
irgend O
ein O
anderer O
Vertreter O
Frankreichs B-LOC
im O
Auslande O
seine O
Demission O
gegeben O
habe O
; O
dagegen O
behaupten O
die O
Organe O
der O
Reaktion O
, O
wie O
„ O
Ordre B-ORG
" O
und O
„ O
Estafette B-ORG
" O
aufs O
Bestimmteste O
, O
daß O
Gabriac B-PER
beim O
päpstlichen O
Stuhl O
, O
Tibij B-PER
in O
Kopenhagen B-LOC
, O
Fournier B-PER
in O
Konstantinopel B-LOC
und O
Chanzy B-PER
in O
Petersburg B-LOC
ihre O
Entlassung O
erbeten O
hätten O
. O
Bezüglich  O
Saiut B-PER
Valliers I-PER
höre  O
ich  O
aus  O
bester  O
Quelle O
,  O
daß  O
derselbe  O
auf  O
Waddingtons B-PER
heute  O
an  O
ihn  O
gerichtetes  O
Schreiben  O
zur  O
Zurücknahme  O
seiner  O
Demission  O
veranlaßt  O
werden  O
dürfte O
.  O
Saiut B-PER
Ballier I-PER
hatte  O
wiederholt  O
erklärt  O
,  O
sich  O
von  O
Waddington B-PER
nicht  O
trennen  O
,  O
sondern  O
mit  O
diesen  O
stehen  O
und  O
fallen  O
zu  O
wollen  O
.  O
Der  O
abgegangene  O
Minister  O
hat  O
nunmehr  O
den  O
Botschafter  O
förmlich  O
seines  O
Wortes  O
entbunden  O
.  O
Der  O
diplomatische  O
Eisgang  O
hat  O
übrigens  O
begonnen  O
:  O
Herr  O
v  O
.  O
Pontecoulant B-PER
,  O
als  O
Kabinetsdirektor  O
seit  O
fünfzehn  O
Jahren  O
an  O
der  O
Spitze  O
des  O
auswärtigen B-ORG
Amtes I-ORG
,  O
ist O
ausgeschieden O
. O
— O
Der O
deutsche O
Botschafter O
war O
der O
erste O
fremde O
Vertreter O
, O
welcher O
Freycinet B-PER
beglückwünschte O
: O
Fürst B-PER
Hoheulohe I-PER
nebst O
Gemahlin O
schrieben O
sich O
bereits O
am O
Sonntag O
Abend O
bei O
Freycinet B-PER
ein O
. O
— O
Waddington B-PER
soll O
heute O
dem O
früheren O
Botschafter O
in O
der O
Schweiz B-LOC
Bernard B-PER
d'Harconrt I-PER
seine O
Sekundanten O
geschickt O
haben O
wegen O
des O
von O
letzterem O
mit O
vollem O
Namen O
und O
Titel O
unterzeichneten O
Artikels O
an O
der O
Spitze O
des O
gestrigen O
Figaro B-ORG
. O
Derselbe O
bitte O
. O
, O
ne O
unbarmherzige O
Kritik O
Waddingtons B-PER
und O
schloß O
mit O
geraden O
beschimpfenden O
Vorwürfen O
. O
— O
Heute O
Vormittag O
fand O
ein O
zweites O
Duell O
zwischen O
Mayer B-PER
, O
dem O
Direktor O
der O
„ O
Lauterue B-ORG
" O
und O
Alphons B-PER
Humbert I-PER
vom O
„ O
Mot B-ORG
d' I-ORG
Ordre I-ORG
" O
statt O
; O
Ersterer O
wurde O
an O
der O
Hüfte O
leicht O
, O
dieser O
an O
der O
Schulter O
schwer O
verwundet O
. O
Paris B-LOC
, O
31 O
. O
Dezember O
. O
( O
Wolffs O
Bür O
. O
) O
Wie O
der O
„ O
Temps B-ORG
" O
meldet O
, O
hat O
der O
Ministerpräsident O
Freycinet B-PER
an O
die O
Vertreter O
Frankreichs B-LOC
im O
Auslande O
eine O
Depesche O
gerichtet O
, O
in O
welcher O
er O
dieselben O
davon O
in O
Kenntniß O
setzt O
, O
daß O
er O
das O
Portefeuille O
des O
Auswärtigen O
übernommen O
habe O
, O
und O
sie O
seines O
Wunsches O
, O
die O
guten O
Beziehungen O
zu O
den O
Mächten O
zu O
erhalten O
, O
versichert O
. O
England. B-LOC
2 O
. O
London B-LOC
, O
31 O
. O
Dezember O
. O
( O
Privat-Telegramm O
des O
Berliner B-ORG
Tageblatts I-ORG
. O
) O
Zufolge O
eines O
Vortrages O
des O
Ministers O
Eroß B-PER
willigte O
die O
Königin B-PER
Victoria I-PER
ein O
in O
die O
Ernennung O
eines O
Polizeiinspektors O
zum O
permanenten O
Dienst O
um O
die O
Person O
der O
Königin O
. O
Bisher O
brauchte O
man O
nur O
die O
Leibgarde O
als O
Dekoration O
. O
Minister O
Croß B-PER
soll O
durch O
verschiedene O
Angaben O
über O
das O
Treiben O
der O
flüchtigen O
Nihilisten O
und O
Socialisten O
zu O
obiger O
Sicherheitsmaßregel O
bewogen O
worden O
sein O
. O
Serbien B-LOC
. O
Nisch» O
31 O
. O
Dezember O
. O
( O
Wolffs O
Bür O
. O
) O
Die O
Skupfchina O
hat O
beide O
Konventionen O
mit O
Italien B-LOC
angenommen O
. O
Von O
der O
Regierung O
wurde O
ein O
Gesetzentwurf O
über O
Kolonisirung O
in O
Serbien B-LOC
vorgelegt O
. O
Türkei B-LOC
. O
Konstantinopel B-LOC
, O
31 O
. O
Dezember O
. O
( O
Wolffs O
Bür O
. O
) O
Von O
der O
angeblich O
bevorstehenden O
Ernennung O
eines O
apostolischen O
Legaten O
mit O
offiziellem O
Charakter O
für O
Konstantinopel B-LOC
ist O
in O
hiesigen O
politischen O
Kreisen O
nichts O
bekannt O
. O
Amsterdam B-LOC
, O
31 O
. O
Dezember O
. O
Schlußbericht O
. O
) O
Weizen O
aus O
Termine O
niedriger O
, O
per O
. O
März O
3S4 O
. O
Rvagen O
loeo O
unverändert O
, O
auf O
Termine O
geschäftslos O
, O
per O
März O
210 O
, O
per O
Mai O
210 O
. O
Raps O
ver O
Frühjahr O
!!S5 O
Fl O
. O
Riibvl O
toco O
33'/? O
, O
per O
Mai O
34»/ O
, O
, O
per O
Herbst O
35'/ O
, O
. O
Amsterdam B-LOC
, O
31 O
. O
Dezember O
. O
Oeiierr O
. O
Papierrente O
Mai O
- O
November O
verzinSl. O
K8'/ O
, O
>S8'/«> O
, O
do O
. O
Febr O
. O
- O
Aua O
. O
do O
. O
b8'/„ O
do O
. O
Silberreifte O
Januar O
- O
Juli O
do O
. O
b'F/^ O
do O
. O
do O
. O
April O
- O
Oktober O
do O
. O
lM.l O
, O
do O
. O
Goldrente O
70 O
(W>/.> O
, O
Ungarische O
Goldrente O
83'/ O
, (L3> O
, O
bvroz O
. O
Russen O
von O
1877 O
00 O
«!»j O
, O
Russische O
Prämien O
- O
Anl O
. O
von O
ISU O
143'/ O
. O
<142' O
, O
. O
, O
» O
, O
Russische O
Präm O
. O
- O
Anl O
. O
von O
1866 O
I3i»'/ O
, O
UM'/.) O
, O
Russische O
grosse O
Eisenbahnen O
128'/ O
, O
<I2N/,> O
, O
Russische O
I O
. O
Orient-Anleihe O
ö6v O
, O
)k>ü'/«> O
, O
Russische O
II O
. O
Orient-Anleihe O
b5'/ O
, O
M O
) O
, O
bprozentige O
Türken O
von O
IvLS^/ O
, O
( O
?'/. O
) O
. O
London B-LOC
, O
31 O
. O
Dezember O
, O
Abend? O
5> O
Uhr O
30 O
Min O
. O
Consols O
37"/,« O
, O
Türken O
S>/, O
, O
I8?3er O
Russen O
8K'/^ O
Ungar O
. O
Goldrente O
8« O
, O
Silber O
W'/„ O
. O
Schluß O
fest O
. O
In O
die O
Bank O
flössen O
heute O
16 O
, O
000 O
Pfd O
. O
Stert O
. O
Hamburg B-LOC
, O
31 O
. O
Dezember O
. O
Abendborse O
. O
Oesterreichische O
Silberrente O
«!0V„ O
Oesterr O
. O
Papierrente O
„ O
Oesterr O
. O
Goldrente O
70',» O
, O
1800er O
Loose O
128', O
, O
. O
Lombarden O
177 O
, O
Kreditaktien O
2S3' O
, O
' O
„ O
Franzosen O
KM O
, O
Rheinische O
Ib6 O
, O
Bergisch-Piärkische O
U4'/ O
, O
, O
Köln-Mindener O
14ü'i» O
1877er O
Russen O
89 O
, O
Ungar O
. O
Goldrente O
v4'/« O
U O
. O
Orient-Anleihe O
bi?/» O
— O
Recht O
fest O
. O
# file:		F_SBB_00001_19140118_043_031_0_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1914-01-18/27646518/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000096342595?page=3
dürfen O
, O
daß O
das O
Plenum O
dem O
bedauerlichen O
Vorschläge O
Budgetkommission O
nicht O
sollen O
wird O
. O
' O
wir O
haben O
keinen O
Zweifel O
daran O
gelassen O
, O
daß O
wir O
eine O
Äisiung O
des O
Reichszuschusses O
zu O
den O
Olympischen O
Spielen O
-ich'r O
zwingenden O
Gründen O
für O
angemessen O
halten O
, O
und O
wir O
L a O
Ciu O
cf) O
, O
daß O
das O
Plenum O
des O
Reichstags O
, O
nachdem O
alle O
not O
. O
Men O
Garantien O
gegeben O
sein O
werden O
, O
sich O
die O
Bedenken O
Budgetkommissionsmehrheit O
nicht O
zu O
eigen O
machen O
wird O
, O
xz O
gibt O
heute O
im O
Deutschen O
Reich O
Vorgänge O
, O
die O
viel O
verträglicher O
sind O
, O
als O
die O
Bewilligung O
oder O
Ablehnung O
" O
46OOO O
Mark O
für O
ein O
Sportfest O
. O
Lrblandmarschall O
v O
. O
Lützow B-PER
aus O
Eichhoff B-LOC
, O
dar O
Haupt O
der O
schastlichrn O
meeklenburgischen O
Fronde O
, O
ist O
einem O
Privataramm O
aus O
Schwerin B-LOC
zufolge O
. O
70 O
Jahre O
alt O
. O
aus O
seinem O
Schloß O
rli» O
gestorben O
. O
Er O
war O
der O
Organisator O
und O
die O
Seele O
des O
»MasNichcn O
Widerstandes O
gegen O
die O
Versassungsreform O
. O
Nach O
Hj„jä)eiden O
ist O
anzunehmen O
. O
daß O
min O
die O
gemäßigte O
Richtung O
Oberhand O
gewinnen O
wird O
. O
> O
xer O
Reichstagsabgeordnete O
Dr O
. O
Pfleger B-PER
( O
Zentr O
. O
) O
hat O
sich O
in O
«»lkiiung O
des O
Konteradmirals O
Dähnhardt B_PER
vom O
Etatsdepartement O
des O
Reichsmarineamts O
nach O
Kiel B-LOC
begeben O
, O
um O
die O
Marine» O
»ia«kn O
der O
Ostseestation O
in O
Flensburg B-LOC
und O
Sonderburg B-LOC
im O
Zusammenhang O
mit O
den O
neuen O
Etatsforderungen O
zu O
besichtigen O
. O
. O
xcr O
Kausmann B-PER
Georg I-PER
Herold O
in O
Düsseldorf B-LOC
, O
der O
.^jchjscher O
Staatsangehöriger O
ist O
, O
ist O
einem O
Privat-Telegramm O
zu- O
tu O
c O
g O
ni O
sozialdemokratischer O
Agitation O
durch O
die O
Mörser O
Polizei O
aus O
Preußen B-LOC
ausgewiesen O
worden O
. O
r>or O
dem O
Kaiserlichen O
Rat O
in O
Straßburg B-LOC
( O
Retursgericht O
) O
»rd« O
gestern O
der O
Rekurs O
des O
Präsidenten O
des O
„ O
Eouvenir O
Alsaeien- O
" O
trflft O
" O
gegen O
die O
Auflösung O
des O
Vereins O
verhandelt O
. O
Wolffs O
.»au O
meldet O
darüber O
aus O
Straßburg B-LOC
: O
Als O
Rekursträger O
trat O
der O
k O
, O
» O
Präsident O
des O
Vereins O
Rechtsanwalt O
Helmer- B-PER
Kolmar I-PER
aus O
. O
In O
nnnlialbstündiger O
Verhandlung O
wurde O
in O
ausführlicher O
Weise O
die O
Äigung O
des O
. O
Souvenir O
Francaise O
" O
und O
auch O
des O
A O
. O
L O
. O
" O
zur O
xx-ekhe O
gebracht O
und O
von O
dem O
Anklagevertreter O
Geheimen O
Regieeheir O
" O
Reinhard B-PER
zahlreiche O
Beweismittel O
aufgeführt O
. O
Die O
toitruna O
hat O
die O
Ueberzeugung O
, O
daß O
der O
. O
S O
. O
A O
. O
L O
. O
" O
die O
F O
K>’ O
2 O
. O
j-' O
war O
und O
ebenso O
wie O
dieser O
nicht O
ausschließlich O
die O
Pflege O
ingtral O
ührt O
. O
Forts O
ortsehung O
die O
Psll O
"z O
ieimkultus O
bezweckte O
, O
sondern O
politische O
Bes O
kinc O
Losreißung O
von O
dem O
deutschen O
Vaterlande O
rdiillihrcn O
sollte O
. O
Auf O
Grund O
dessen O
sei O
auch O
am O
2g O
. O
Januar O
Il>13 O
e O
Auslösung O
des O
„ O
S O
. O
A O
. O
L O
. O
" O
verfügt O
worden O
. O
Rechtsanwalt O
Hel- O
(i O
wandte O
sich O
in O
scharfer O
und O
kritischer O
Weise O
gegen O
diese O
Auflösung O
insbesondere O
gegen O
das O
Urteil O
der O
Strafkammer O
Metz B-LOC
, O
die O
am O
. O
November O
1913 O
das O
Urteil O
des O
Schöffengerichts O
aufhob O
un O
Minreichung O
der O
Mitgliederliste O
den O
Präsidenten O
Herrn O
I O
i O
Nark O
Geldstrafe O
verurteilte O
. O
Der O
Verteidiger O
erklärte O
in O
seiner O
rlmil O
gegen O
die O
Urteilsbegründung O
, O
daß O
die O
Strafkammer O
in O
ihrer O
Urteilsbegründung O
alles O
Material O
zusammengetragen O
habe O
, O
das O
als O
Mend O
für O
Herrn O
Jean B-PER
angegeben O
wurde O
, O
hingegen O
seien O
Ent- O
«siMgsbeweise O
totgeschwiegen O
worden O
. O
Der O
Anklagevertreter O
hielt O
01 O
Rekursträger O
als O
Vizepräsident O
des O
Vereins O
einen O
Brief O
von O
rmr O
band O
am O
24 O
. O
Januar O
1912 O
geschrieben O
vor O
, O
den O
er O
als O
ein O
^inmanöver O
bezeichnet O
, O
in O
welchem O
den O
ehemaligen O
Miedern O
des O
. O
S O
. O
F O
. O
" O
in O
Elsaß-Lothringen B-LOC
nahegelegt O
wurde O
. O
Mitglied O
des O
„ O
S O
. O
A O
. O
L O
. O
" O
zu O
werden O
. O
In O
diesem O
Brief O
sielst O
der O
Anklage-Vertreter O
den O
Beweis O
, O
daß O
der O
. O
S O
. O
A O
. O
L O
. O
" O
in O
Wirklichkeit O
die O
milktzung O
des O
. O
S O
. O
F O
. O
" O
sei O
. O
besten O
politische O
Bestrebungen O
zur O
Evidcn O
„itftn O
worden O
seien O
. O
Die O
Urteilsverkündung O
wurde O
am O
11 O
. O
Januar O
scstgesrht O
. O
* O
) O
ic O
fortschrittlich O
* O
nationalliberalen O
Wahlverhandlungen O
in O
Sachsen O
. O
( O
Telegramm O
unseres O
Korrespondenten O
. O
) O
cKz O
Dresden B-LOC
, O
17 O
. O
Januar O
. O
btulc O
abend O
wurde O
in O
Zittau B-LOC
zwischen O
Vertretern O
der O
»Ilona O
l O
liberalen O
und O
der O
Fortschrittlichen B-ORG
Volksliriki I-ORG
über O
die O
Unterstützung O
der O
nationalliberalen O
Kandidatur O
Landtagswahlkreis O
Groß-Schönau-Ebersbach B-LOC
sich O
die O
Fortschrittler O
unterhandelt O
. O
Die O
Frage O
ist O
wohl O
noch O
nicht O
tgiillig O
entschieden O
, O
aber O
bei O
diesen O
Verhandlungen O
wurde O
auch O
das O
" O
shlabkon>nien O
zwischen O
Nationalliberalen B-ORG
und O
Volkspartei B-ORG
>i O
die O
nächsten O
allgemeinen O
Wahlen O
mit O
erörtert O
, O
und O
da O
Stellungnahme O
in O
Groß-Schönau-Ebersbach B-LOC
gewisse O
prinzipielle O
ideuinng O
beigelegt O
wird O
, O
so O
ist O
es O
ganz O
angebracht O
, O
die O
Richtlinien O
itjuleilen O
, O
die O
die O
Fortschrittliche B-ORG
Volkspartei I-ORG
bei O
dem O
«hlabkonunen O
festzuhalten O
wünscht O
. O
Es O
besteht O
bei O
ihr O
der O
seste O
Ae O
, O
in O
Sachsen B-LOC
mit O
den O
Nationalliberalen B-ORG
überall O
, O
wo O
bei O
den O
tat O
Landtagswahlen O
beide O
Parteien O
beteiligt O
sind O
, O
in O
ein O
gutes O
, O
gegenseitiger O
Unterstützung O
und O
Rücksichtnahme O
beruhendes O
ahllaklisches O
Verhältnis O
zu O
kommen O
. O
Die O
Gegner O
würden O
sich O
, O
«» O
die O
Nationalliberalen B-ORG
einverstanden O
sind O
. O
einer O
gechlossenen O
liberalen O
Front O
gegenübersehen O
. O
Aber O
"lüilich O
kann O
das O
nur O
auf O
der O
Goldwage O
der O
Parität O
und O
Anlenming O
berechtigter O
Forderungen O
geschehen O
. O
Das O
wird O
angesichts O
0 O
Die O
Sammlungen O
des O
Freiherrn B-PER
v I-PER
. I-PER
Oppenheim I-PER
in O
Öl O
n O
sind O
nun O
nach O
dem O
Tode O
des O
erfolgreichen O
Sammlers O
der O
uslöiung O
verfallen O
. O
Für O
Oktober O
dieses O
Jahres O
wird O
die O
Der«izniing O
in O
Rudolph B-PER
Lepkes I-PER
Kunstauktionshaus O
in O
Berlin B-LOC
gekündigt O
und O
die O
beiden O
Firmen O
Helbing B-PER
( O
München B-LOC
) O
und O
Lepke B-PER
tilin O
) O
werden O
die O
Auktion O
leiten O
. O
Die O
Katalogisierung O
der O
Geölde O
hat O
Generaldirektor O
Bode B-PER
, O
die O
der O
kunstgewerblichen O
Mmlung O
der O
Direktor O
detz O
Kunstgewerbemuseums O
Tr O
. O
v O
. O
Falle O
dernommen O
. O
Die O
Gemäldesammlung O
enthält O
Bilder O
erster O
tttar O
des O
15 O
. O
bis O
17 O
. O
Jahrhunderts O
, O
darunter O
: O
das O
iitpiwerk O
des O
Petrus B-PER
Ehristus I-PER
, O
ferner O
Werke O
von O
Quinten B-PER
Messys I-PER
, O
iierd B-PER
David I-PER
. O
Rembrandt B-PER
, O
Frans B-PER
Hals I-PER
, O
Rubens B-ER
, O
Pieter B-PER
de I-PER
Hooch I-PER
, O
m O
I'Dtf O
. O
Hobbema B-PER
, O
Ruisdael B-PER
, O
Jan B-PER
Steen I-PER
. O
Terborgh B-PER
. O
Teniers B-PER
, O
"hö O
. O
Fn O
der O
kunstgewerblichen O
Sammlung O
befinden O
sich O
die O
be- O
kirugsammlung O
Oppenheims B-PER
, O
frühgotische O
Glasfenster O
, O
liskulpturcn O
. O
Schmelzarbeiten O
, O
gotische O
und O
Renaissancemöbel O
flD O
. O
T O
Padereivski B-PER
und O
die O
» O
schwarz O
« O
Hand O
" O
. O
Aus O
Newyork B-LOC
meldet O
ein O
Telegramm O
unseres O
Korrespondenten O
: O
Infolge O
%'cljtcr O
Drohungen O
einer O
als O
, O
schwär,ze O
Hand O
" O
bekannten O
Er"Rrbande O
hat O
sich O
der O
Pianist O
Paderewski B-PER
genötigt O
gesehen O
, O
seine O
"pisch O
: O
Tournee O
in O
Portland B-LOC
plötzlich O
abzubrechen O
. O
Paderewski B-PER
wird O
lös O
Augsles O
von O
dem O
Zusammenbruch O
, O
zu O
dem O
die O
Verfolgung O
t O
rchwarzhänder O
führte O
Erholung O
suchen O
. O
. O
, O
Die O
Bildertombola O
des O
Presseballs O
am O
31 O
. O
Januar O
ent- O
-i O
<> O
ldcr O
und O
graphische O
Arbeiten O
unter O
anderem O
von O
Rudolf O
-lü O
le O
L O
m O
Friedrich B-PER
Kallmorgen I-PER
, O
Lester B-PER
Ilry I-PER
, O
Otto B-PER
H I-PER
. I-PER
Jngel I-PER
, O
^ur B-PER
Kamps I-PER
. O
Earl B-PER
Langhammer I-PER
, O
Max B-PER
Uth I-PER
, O
Hans B-PER
Bohrdt I-PER
. O
Hugo B-PER
Ml I-PER
, O
Hans B-PER
verrmann I-PER
, O
Emil B-PER
Pottner I-PER
, O
Leonhard B-PER
Sandrock I-PER
, O
Ernst B-PER
Koch-Gotha I-PER
, O
Paul B-PER
Horniger I-PER
